ID,Title,Price,Miles,Location,Market Price
1350,2017 Lexus ES 350 FWD,$27726,32095 mi,"Fox Lake, IL",$2115 below market
1351,2020 RAM 1500 Big Horn Crew Cab 4WD,$38499,39732 mi,"Sheboygan, WI",$1001 below market
1352,2021 Kia Sportage LX AWD,$19249,39088 mi,"Bristol, WI",$2309 below market
1353,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1354,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1355,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1356,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1357,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1358,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1359,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1360,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1361,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1362,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1363,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1364,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1365,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1366,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1367,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1368,2022 Jeep Compass Trailhawk 4WD,$31133,8530 mi,"Jefferson, WI",$1577 below market
1369,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$34975,42225 mi,"Brookfield, WI",$3110 below market
1370,2020 Jeep Cherokee Latitude Plus FWD,$21000,60317 mi,"Gurnee, IL",$916 below market
1371,2020 Acura RDX SH-AWD with A-Spec Package,$37696,15699 mi,"West Bend, WI",$1208 below market
1372,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1373,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1374,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1375,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1376,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1377,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1378,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1379,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1380,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1381,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1382,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1383,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1384,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1385,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1386,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1387,2016 Hyundai Sonata SE FWD,$10500,115912 mi,"Milwaukee, WI",$762 below market
1388,2017 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$29500,113890 mi,"Brookfield, WI",$2278 below market
1389,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1390,2018 Jeep Compass Limited 4WD,$18300,91624 mi,"Plymouth, WI",$1001 below market
1391,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1392,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1393,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1394,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1395,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1396,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1397,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1398,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1399,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1400,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1401,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1402,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1403,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1404,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1405,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1406,2022 Honda Passport TrailSport AWD,$37878,21435 mi,"Gurnee, IL",$766 below market
1407,2020 Toyota Tacoma,$32926,40340 mi,"Fox Lake, IL",$2905 below market
1408,2020 Jeep Wrangler Unlimited Willys 4WD,$38000,48573 mi,"Beaver Dam, WI",$484 below market
1409,2021 Honda Civic EX FWD,$25243,18928 mi,"West Bend, WI",$849 below market
1410,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1411,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1412,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1413,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1414,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1415,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1416,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1417,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1418,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1419,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1420,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1421,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1422,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1423,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1424,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1425,2021 Cadillac Escalade ESV Premium Luxury AWD,$87499,17038 mi,"Milwaukee, WI",$4368 below market
1426,2017 Toyota Camry XLE,$17800,87628 mi,"Brookfield, WI",$619 below market
1427,2019 Subaru Impreza 2.0i Hatchback AWD,$19449,44264 mi,"Milwaukee, WI",$674 below market
1428,2022 Chevrolet Silverado 1500 High Country Crew Cab 4WD,$60995,7755 mi,"Milwaukee, WI",$881 below market
1429,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1430,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1431,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1432,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1433,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1434,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1435,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1436,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1437,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1438,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1439,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1440,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1441,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1442,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1443,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1444,2018 Chevrolet Bolt EV LT FWD,$18548,30863 mi,"Plymouth, WI",$1450 below market
1445,2021 Jeep Cherokee Trailhawk 4WD,$29995,26575 mi,"Milwaukee, WI",$1365 below market
1446,2021 Chevrolet Express Cargo 3500 Extended RWD,$39887,47245 mi,"Plymouth, WI",$2650 below market
1447,2023 Acura MDX SH-AWD with A-SPEC Package,$52864,4859 mi,"West Bend, WI",$1992 below market
1448,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1449,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1450,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1451,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1452,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1453,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1454,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1455,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1456,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1457,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1458,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1459,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1460,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1461,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1462,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1463,2021 Nissan Altima 2.5 SV FWD,$19494,60820 mi,"Mount Pleasant, WI",$1786 below market
1464,2021 Ford Escape SE AWD,$24600,29572 mi,"Lake Geneva, WI",$1448 below market
1465,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1466,2021 Chevrolet Trailblazer LT AWD,$24925,26003 mi,"Waukesha, WI",$399 below market
1467,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1468,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1469,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1470,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1471,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1472,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1473,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1474,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1475,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1476,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1477,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1478,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1479,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1480,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1481,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1482,2021 Volvo XC90 T6 Momentum 7-Passenger AWD,$42039,33370 mi,"Milwaukee, WI",$1224 below market
1483,2023 Chevrolet Equinox RS with 1RS AWD,$34295,1552 mi,"Milwaukee, WI",$946 below market
1484,2021 Mazda CX-30 Select AWD,$24898,8364 mi,"Milwaukee, WI",$903 below market
1485,2016 BMW 3 Series 328i xDrive Sedan AWD,$15088,99556 mi,"Milwaukee, WI",$1537 below market
1486,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1487,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1488,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1489,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1490,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1491,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1492,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1493,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1494,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1495,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1496,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1497,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1498,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1499,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1500,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1501,2021 Chevrolet Silverado 1500 Custom Trail Boss Crew Cab 4WD,$41999,42708 mi,"Mukwonago, WI",$851 below market
1502,2016 Lincoln MKX Reserve AWD,$23961,55807 mi,"Waukesha, WI",$244 below market
1503,2017 Honda Pilot EX-L,$21728,97560 mi,"Gurnee, IL",$1373 below market
1504,2018 Chevrolet Silverado 1500 High Country Crew Cab 4WD,$37977,70457 mi,"Fox Lake, IL",$1624 below market
1505,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1506,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1507,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1508,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1509,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1510,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1511,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1512,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1513,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1514,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1515,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1516,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1517,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1518,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1519,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1520,2023 Honda Accord LX FWD,$28294,4658 mi,"Mount Pleasant, WI",$528 below market
1521,2016 Mazda MAZDA6 i Grand Touring,$18369,81017 mi,"Waukesha, WI",$467 above market
1522,2020 Ford Explorer XLT AWD,$28437,59588 mi,"Bristol, WI",$2156 below market
1523,2021 RAM 1500 Big Horn Crew Cab 4WD,$39715,49474 mi,"Gurnee, IL",$487 above market
1524,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1525,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1526,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1527,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1528,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1529,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1530,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1531,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1532,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1533,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1534,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1535,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1536,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1537,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1538,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1539,2016 Lexus IS 300 AWD,$23500,88066 mi,"Milwaukee, WI",$498 below market
1540,2019 Chevrolet Colorado ZR2 Crew Cab 4WD,$40995,27942 mi,"Milwaukee, WI",$836 below market
1541,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1542,2020 Jeep Compass Trailhawk 4WD,$22995,45326 mi,"Waukesha, WI",$1435 below market
1543,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1544,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1545,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1546,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1547,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1548,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1549,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1550,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1551,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1552,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1553,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1554,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1555,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1556,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1557,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1558,2017 Honda Civic LX,$18800,51425 mi,"Lake Geneva, WI",$926 below market
1559,2022 GMC Sierra 1500 AT4 Crew Cab 4WD,$60985,16329 mi,"Milwaukee, WI",$2243 below market
1560,2019 Chevrolet Colorado ZR2 Crew Cab 4WD,$40995,27942 mi,"Milwaukee, WI",$836 below market
1561,2021 Cadillac CT4 Premium Luxury AWD,$34999,14104 mi,"Saukville, WI",$2034 below market
1562,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1563,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1564,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1565,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1566,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1567,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1568,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1569,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1570,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1571,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1572,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1573,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1574,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1575,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1576,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1577,2017 Chevrolet Bolt EV LT FWD,$18781,35215 mi,"Plymouth, WI",$1557 below market
1578,2016 Buick Cascada Premium FWD,$24995,31202 mi,"Waukesha, WI",$748 above market
1579,2018 Dodge Journey Crossroad AWD,$16082,101579 mi,"Antioch, IL",$467 above market
1580,2022 Honda CR-V EX AWD,$30884,14190 mi,"West Bend, WI",$963 below market
1581,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
1582,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
1583,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
1584,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
1585,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
1586,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
1587,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
1588,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
1589,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
1590,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
1591,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
1592,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
1593,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
1594,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
1595,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
1596,2021 GMC Sierra 1500 SLE Crew Cab 4WD,$41990,29921 mi,"Burlington, WI",$249 below market
1597,2019 Lexus ES Hybrid 300h FWD,$38500,26176 mi,"Brookfield, WI",$1023 below market
1598,2018 Mercedes-Benz G-Class G AMG 63 4MATIC AWD,$100865,44909 mi,"Milwaukee, WI",$1780 below market
1599,2017 Chevrolet Bolt EV Premier FWD,$20670,23752 mi,"Kenosha, WI",$1271 below market
1600,2021 Lexus RX 350 AWD,$44679,23671 mi,"Milwaukee, WI",$2432 below market
1601,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1602,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1603,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1604,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1605,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,"Plymouth, WI",$2528 below market
1606,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,"Plymouth, WI",$3126 below market
1607,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1608,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,"Milwaukee, WI",$2276 below market
1609,2021 Acura RDX SH-AWD,$35321,9246 mi,"Milwaukee, WI",$1671 below market
1610,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1611,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1612,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1613,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,"Franklin, WI",$1828 below market
1614,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1615,2016 Nissan Maxima SR,$16800,96828 mi,"Beaver Dam, WI",$692 below market
